Expense Code,Expense Amount (SAR),Month,Expense Quantity,Government Entity
5747,8.49,4/1/2018,20,Ministry of Health
5794,8.66,11/1/2017,24,Ministry of Health
5794,8.66,2/1/2018,648,Ministry of Health
5794,8.66,5/1/2018,216,Ministry of Health
5851,5.71,4/1/2017,21,Ministry of Health
5851,5.71,12/1/2017,252,Ministry of Health
5851,5.71,4/1/2018,42,Ministry of Health
5851,5.71,5/1/2017,630,Ministry of Health
5868,6.34,5/1/2017,1092,Ministry of Health
5868,6.34,12/1/2017,282,Ministry of Health
5868,6.34,10/1/2017,819,Ministry of Health
5868,6.34,8/1/2017,200,Ministry of Health
5868,6.34,6/1/2017,570,Ministry of Health
5868,6.34,9/1/2017,266,Ministry of Health
5868,6.34,2/1/2018,234,Ministry of Health
5868,6.34,3/1/2018,72,Ministry of Health
5868,6.34,4/1/2017,35,Ministry of Health
5868,6.34,11/1/2017,30,Ministry of Health
5868,6.34,7/1/2017,70,Ministry of Health
5868,6.34,1/1/2018,45,Ministry of Health
5868,6.34,4/1/2018,20,Ministry of Health
5868,6.34,5/1/2018,80,Ministry of Health
5892,2.11,11/1/2017,196,Ministry of Health
5892,2.11,2/1/2018,294,Ministry of Health
5892,2.11,3/1/2018,392,Ministry of Health
5892,2.11,5/1/2018,1764,Ministry of Health
5892,2.11,5/1/2017,2646,Ministry of Health
5893,1.21,6/1/2017,3150,Ministry of Health
5893,1.21,12/1/2017,2100,Ministry of Health
5899,1.39,6/1/2017,128,Ministry of Health
5907,1.7,6/1/2017,720,Ministry of Health
5918,6.78,7/1/2017,1884,Ministry of Health
5918,6.78,2/1/2018,4710,Ministry of Health
5918,6.78,9/1/2017,157,Ministry of Health
5929,8.86,12/1/2017,600,Ministry of Health
5932,5.48,6/1/2017,102,Ministry of Health
5932,5.48,12/1/2017,153,Ministry of Health
5933,5.6,6/1/2017,7938,Ministry of Health
5933,5.6,10/1/2017,7056,Ministry of Health
5933,5.6,3/1/2018,2646,Ministry of Health
5962,9.7,2/1/2018,322,Ministry of Health
5966,4.26,12/1/2017,798,Ministry of Health
5970,1.09,8/1/2017,1026,Ministry of Health
5970,1.09,9/1/2017,76,Ministry of Health
6003,4.96,3/1/2018,1116,Ministry of Health
6003,4.96,5/1/2017,496,Ministry of Health
6012,7.63,8/1/2017,400,Ministry of Health
6012,7.63,11/1/2017,1400,Ministry of Health
6012,7.63,1/1/2018,1200,Ministry of Health
6012,7.63,5/1/2018,1200,Ministry of Health
6045,4.16,6/1/2017,2700,Ministry of Health
6045,4.16,12/1/2017,5400,Ministry of Health
6071,9.18,6/1/2017,32,Ministry of Health
6071,9.18,12/1/2017,8,Ministry of Health
6140,4.77,4/1/2017,1875,Ministry of Health
6140,4.77,7/1/2017,18750,Ministry of Health
6140,4.77,10/1/2017,10000,Ministry of Health
6140,4.77,1/1/2018,5625,Ministry of Health
6140,4.77,4/1/2018,1875,Ministry of Health
6149,6.33,4/1/2017,1984,Ministry of Health
6149,6.33,10/1/2017,124,Ministry of Health
6149,6.33,4/1/2018,372,Ministry of Health
6184,6.71,9/1/2017,1062,Ministry of Health
6184,6.71,8/1/2017,531,Ministry of Health
6217,6.88,7/1/2017,100,Ministry of Health
6234,5.07,9/1/2017,1500,Ministry of Health
6236,3.46,11/1/2017,723,Ministry of Health
6236,3.46,7/1/2017,5784,Ministry of Health
6236,3.46,9/1/2017,241,Ministry of Health
6236,3.46,8/1/2017,723,Ministry of Health
6236,3.46,1/1/2018,4820,Ministry of Health
6236,3.46,2/1/2018,1687,Ministry of Health
6236,3.46,5/1/2018,2410,Ministry of Health
6241,1.26,11/1/2017,150,Ministry of Health
6241,1.26,2/1/2018,400,Ministry of Health
6241,1.26,5/1/2018,450,Ministry of Health
6253,1.83,7/1/2017,328,Ministry of Health
6253,1.83,1/1/2018,984,Ministry of Health
6254,6.86,4/1/2017,165,Ministry of Health
6254,6.86,10/1/2017,220,Ministry of Health
6254,6.86,4/1/2018,880,Ministry of Health
6255,2.68,2/1/2018,288,Ministry of Health
6272,6.85,12/1/2017,180,Ministry of Health
6288,5.87,4/1/2017,612,Ministry of Health
6288,5.87,12/1/2017,816,Ministry of Health
6288,5.87,4/1/2018,1224,Ministry of Health
6288,5.87,5/1/2017,408,Ministry of Health
6293,2.04,9/1/2017,1500,Ministry of Health
6293,2.04,8/1/2017,150,Ministry of Health
6298,9.45,9/1/2017,45,Ministry of Health
6298,9.45,8/1/2017,450,Ministry of Health
6299,3.38,6/1/2017,980,Ministry of Health
6299,3.38,10/1/2017,280,Ministry of Health
6299,3.38,3/1/2018,1960,Ministry of Health
6300,9.37,11/1/2017,700,Ministry of Health
6300,9.37,8/1/2017,1750,Ministry of Health
6300,9.37,1/1/2018,2100,Ministry of Health
6300,9.37,5/1/2018,525,Ministry of Health
6361,10.5,7/1/2017,3648,Ministry of Health
6361,10.5,9/1/2017,4104,Ministry of Health
6361,10.5,2/1/2018,1368,Ministry of Health
6416,8.81,10/1/2017,216,Ministry of Health
6431,5.62,6/1/2017,48,Ministry of Health
6431,5.62,12/1/2017,48,Ministry of Health
6445,5.63,12/1/2017,3360,Ministry of Health
6486,4.06,8/1/2017,750,Ministry of Health
6486,4.06,9/1/2017,250,Ministry of Health
6520,6.98,4/1/2017,220,Ministry of Health
6520,6.98,12/1/2017,462,Ministry of Health
6520,6.98,4/1/2018,660,Ministry of Health
6520,6.98,5/1/2017,66,Ministry of Health
6534,8.99,11/1/2017,9240,Ministry of Health
6534,8.99,7/1/2017,7700,Ministry of Health
6534,8.99,8/1/2017,24640,Ministry of Health
6534,8.99,1/1/2018,36960,Ministry of Health
6534,8.99,2/1/2018,41580,Ministry of Health
6534,8.99,5/1/2018,30800,Ministry of Health
6534,8.99,9/1/2017,4620,Ministry of Health
6535,7.12,4/1/2017,424,Ministry of Health
6535,7.12,7/1/2017,954,Ministry of Health
6535,7.12,10/1/2017,1484,Ministry of Health
6535,7.12,1/1/2018,530,Ministry of Health
6535,7.12,4/1/2018,2226,Ministry of Health
6556,7.61,4/1/2017,24528,Ministry of Health
6556,7.61,12/1/2017,24528,Ministry of Health
6556,7.61,4/1/2018,10220,Ministry of Health
6556,7.61,5/1/2017,7154,Ministry of Health
6563,4.92,11/1/2017,2250,Ministry of Health
6563,4.92,2/1/2018,3000,Ministry of Health
6563,4.92,5/1/2018,1350,Ministry of Health
6565,3.12,2/1/2018,800,Ministry of Health
6599,9.12,7/1/2017,975,Ministry of Health
6599,9.12,1/1/2018,1365,Ministry of Health
6602,6.02,11/1/2017,120,Ministry of Health
6602,6.02,5/1/2018,360,Ministry of Health
6614,7.91,7/1/2017,3255,Ministry of Health
6614,7.91,2/1/2018,2790,Ministry of Health
6614,7.91,9/1/2017,3720,Ministry of Health
6623,3.11,11/1/2017,4020,Ministry of Health
6623,3.11,8/1/2017,18090,Ministry of Health
6623,3.11,1/1/2018,5360,Ministry of Health
6623,3.11,5/1/2018,4020,Ministry of Health
6631,1.55,8/1/2017,400,Ministry of Health
6631,1.55,9/1/2017,1200,Ministry of Health
6645,6.28,6/1/2017,42,Ministry of Health
6645,6.28,5/1/2017,18,Ministry of Health
6645,6.28,2/1/2018,8,Ministry of Health
6645,6.28,12/1/2017,20,Ministry of Health
6645,6.28,1/1/2018,16,Ministry of Health
6733,7.08,5/1/2017,608,Ministry of Health
6733,7.08,4/1/2017,380,Ministry of Health
6733,7.08,12/1/2017,1520,Ministry of Health
6733,7.08,4/1/2018,912,Ministry of Health
6750,3.51,11/1/2017,4952,Ministry of Health
6750,3.51,8/1/2017,9904,Ministry of Health
6750,3.51,9/1/2017,2476,Ministry of Health
6750,3.51,7/1/2017,9285,Ministry of Health
6750,3.51,1/1/2018,4952,Ministry of Health
6750,3.51,2/1/2018,11142,Ministry of Health
6750,3.51,5/1/2018,3095,Ministry of Health
6842,8.22,6/1/2017,1395,Ministry of Health
6842,8.22,12/1/2017,1240,Ministry of Health
6844,5.43,7/1/2017,45,Ministry of Health
6844,5.43,1/1/2018,50,Ministry of Health
6847,6.93,11/1/2017,2223,Ministry of Health
6847,6.93,2/1/2018,988,Ministry of Health
6847,6.93,5/1/2018,494,Ministry of Health
6855,1.91,4/1/2017,1519,Ministry of Health
6855,1.91,12/1/2017,434,Ministry of Health
6855,1.91,4/1/2018,868,Ministry of Health
6855,1.91,5/1/2017,434,Ministry of Health
6856,3.53,7/1/2017,1670,Ministry of Health
6856,3.53,11/1/2017,668,Ministry of Health
6856,3.53,8/1/2017,1002,Ministry of Health
6856,3.53,1/1/2018,1169,Ministry of Health
6856,3.53,2/1/2018,1002,Ministry of Health
6856,3.53,5/1/2018,1002,Ministry of Health
6856,3.53,9/1/2017,1503,Ministry of Health
6872,3.27,6/1/2017,1323,Ministry of Health
6872,3.27,10/1/2017,588,Ministry of Health
6872,3.27,3/1/2018,441,Ministry of Health
6962,8.69,4/1/2017,1620,Ministry of Health
6962,8.69,7/1/2017,810,Ministry of Health
6962,8.69,10/1/2017,972,Ministry of Health
6962,8.69,1/1/2018,1458,Ministry of Health
6962,8.69,4/1/2018,972,Ministry of Health
6990,6.39,3/1/2018,6,Ministry of Health
6990,6.39,5/1/2017,90,Ministry of Health
7000,7.37,6/1/2017,1788,Ministry of Health
7000,7.37,12/1/2017,10728,Ministry of Health
7000,7.37,9/1/2017,1192,Ministry of Health
7000,7.37,8/1/2017,596,Ministry of Health
7002,1.05,6/1/2017,1200,Ministry of Health
7002,1.05,12/1/2017,2000,Ministry of Health
7002,1.05,9/1/2017,1400,Ministry of Health
7002,1.05,8/1/2017,2000,Ministry of Health
7018,8.42,9/1/2017,24,Ministry of Health
7018,8.42,8/1/2017,60,Ministry of Health
7194,7.05,6/1/2017,60,Ministry of Health
7194,7.05,12/1/2017,144,Ministry of Health
7198,5.99,6/1/2017,324,Ministry of Health
7198,5.99,12/1/2017,360,Ministry of Health
7234,5.49,11/1/2017,320,Ministry of Health
7234,5.49,5/1/2018,1600,Ministry of Health
7256,5.59,4/1/2017,7230,Ministry of Health
7256,5.59,12/1/2017,2892,Ministry of Health
7256,5.59,4/1/2018,964,Ministry of Health
7256,5.59,5/1/2017,4338,Ministry of Health
7281,7.58,2/1/2018,48,Ministry of Health
7319,3.05,7/1/2017,88,Ministry of Health
7319,3.05,1/1/2018,352,Ministry of Health
7337,0.16,11/1/2017,1053,Ministry of Health
7337,0.16,8/1/2017,780,Ministry of Health
7337,0.16,1/1/2018,117,Ministry of Health
7337,0.16,5/1/2018,351,Ministry of Health
7355,0.42,9/1/2017,1340,Ministry of Health
7355,0.42,7/1/2017,201,Ministry of Health
7355,0.42,2/1/2018,268,Ministry of Health
7430,1.73,11/1/2017,1778,Ministry of Health
7430,1.73,8/1/2017,381,Ministry of Health
7430,1.73,1/1/2018,889,Ministry of Health
7430,1.73,5/1/2018,127,Ministry of Health
7440,0.66,1/1/2018,1005,Ministry of Health
7447,5.26,1/1/2018,660,Ministry of Health
7448,4.18,2/1/2018,900,Ministry of Health
7467,8.17,11/1/2017,8152,Ministry of Health
7467,8.17,1/1/2018,30570,Ministry of Health
7467,8.17,8/1/2017,16304,Ministry of Health
7467,8.17,5/1/2018,18342,Ministry of Health
7495,2.83,3/1/2018,168,Ministry of Health
7495,2.83,5/1/2017,42,Ministry of Health
7517,7.78,6/1/2017,441,Ministry of Health
7517,7.78,10/1/2017,21,Ministry of Health
7517,7.78,3/1/2018,567,Ministry of Health
7531,9.31,2/1/2018,3,Ministry of Health
7533,9.85,11/1/2017,600,Ministry of Health
7533,9.85,5/1/2018,150,Ministry of Health
7648,4.15,12/1/2017,405,Ministry of Health
7660,2.77,11/1/2017,150,Ministry of Health
7660,2.77,7/1/2017,60,Ministry of Health
7660,2.77,8/1/2017,40,Ministry of Health
7660,2.77,2/1/2018,10,Ministry of Health
7660,2.77,1/1/2018,120,Ministry of Health
7660,2.77,5/1/2018,240,Ministry of Health
7660,2.77,9/1/2017,60,Ministry of Health
7662,1.87,7/1/2017,1863,Ministry of Health
7662,1.87,2/1/2018,690,Ministry of Health
7662,1.87,9/1/2017,276,Ministry of Health
7664,5.67,8/1/2017,700,Ministry of Health
7703,5.06,6/1/2017,135,Ministry of Health
7703,5.06,12/1/2017,360,Ministry of Health
7704,9.58,6/1/2017,72,Ministry of Health
7704,9.58,12/1/2017,72,Ministry of Health
7774,1.74,6/1/2017,310,Ministry of Health
7774,1.74,10/1/2017,372,Ministry of Health
7774,1.74,3/1/2018,434,Ministry of Health
7837,2.87,6/1/2017,24,Ministry of Health
7837,2.87,12/1/2017,36,Ministry of Health
7843,6.3,9/1/2017,200,Ministry of Health
7843,6.3,8/1/2017,800,Ministry of Health
7844,2.94,6/1/2017,240,Ministry of Health
7844,2.94,12/1/2017,48,Ministry of Health
7846,9.82,8/1/2017,2400,Ministry of Health
7874,4.57,12/1/2017,1200,Ministry of Health
7910,6.53,6/1/2017,360,Ministry of Health
7910,6.53,12/1/2017,1080,Ministry of Health
7963,3.49,11/1/2017,720,Ministry of Health
7963,3.49,8/1/2017,840,Ministry of Health
7963,3.49,1/1/2018,640,Ministry of Health
7963,3.49,5/1/2018,80,Ministry of Health
7965,3,11/1/2017,1200,Ministry of Health
7965,3,2/1/2018,4500,Ministry of Health
7965,3,5/1/2018,900,Ministry of Health
7978,2.77,4/1/2017,837,Ministry of Health
7978,2.77,4/1/2018,124,Ministry of Health
7978,2.77,12/1/2017,276,Ministry of Health
7978,2.77,7/1/2017,138,Ministry of Health
7978,2.77,9/1/2017,368,Ministry of Health
7978,2.77,10/1/2017,154,Ministry of Health
7978,2.77,3/1/2018,54,Ministry of Health
7978,2.77,8/1/2017,105,Ministry of Health
7978,2.77,5/1/2017,42,Ministry of Health
7978,2.77,6/1/2017,36,Ministry of Health
7978,2.77,1/1/2018,32,Ministry of Health
7978,2.77,2/1/2018,8,Ministry of Health
7978,2.77,11/1/2017,6,Ministry of Health
7978,2.77,5/1/2018,8,Ministry of Health
7991,2.85,8/1/2017,416,Ministry of Health
8030,4.59,6/1/2017,96,Ministry of Health
8030,4.59,12/1/2017,108,Ministry of Health
8032,2.97,10/1/2017,28700,Ministry of Health
8058,1.02,6/1/2017,25,Ministry of Health
8058,1.02,9/1/2017,100,Ministry of Health
8058,1.02,12/1/2017,30,Ministry of Health
8058,1.02,8/1/2017,25,Ministry of Health
8104,3.47,10/1/2017,800,Ministry of Health
8149,9.51,4/1/2017,1953,Ministry of Health
8149,9.51,12/1/2017,2604,Ministry of Health
8149,9.51,4/1/2018,5859,Ministry of Health
8149,9.51,5/1/2017,5859,Ministry of Health
8150,4.55,8/1/2017,486,Ministry of Health
8150,4.55,11/1/2017,144,Ministry of Health
8150,4.55,1/1/2018,162,Ministry of Health
8150,4.55,5/1/2018,18,Ministry of Health
8180,9.77,7/1/2017,1624,Ministry of Health
8180,9.77,1/1/2018,696,Ministry of Health
8205,7.34,11/1/2017,1512,Ministry of Health
8205,7.34,2/1/2018,1680,Ministry of Health
8205,7.34,3/1/2018,1008,Ministry of Health
8205,7.34,5/1/2018,1344,Ministry of Health
8205,7.34,5/1/2017,2520,Ministry of Health
8208,9.36,4/1/2017,210,Ministry of Health
8208,9.36,10/1/2017,105,Ministry of Health
8208,9.36,4/1/2018,210,Ministry of Health
8213,4.5,9/1/2017,900,Ministry of Health
8213,4.5,8/1/2017,600,Ministry of Health
8230,7.48,4/1/2017,32,Ministry of Health
8230,7.48,10/1/2017,16,Ministry of Health
8230,7.48,4/1/2018,8,Ministry of Health
8252,6.83,6/1/2017,60,Ministry of Health
8252,6.83,10/1/2017,24,Ministry of Health
8252,6.83,3/1/2018,30,Ministry of Health
8363,7.8,7/1/2017,2776,Ministry of Health
8363,7.8,9/1/2017,20820,Ministry of Health
8363,7.8,2/1/2018,2776,Ministry of Health
8389,4.86,11/1/2017,60,Ministry of Health
8389,4.86,2/1/2018,42,Ministry of Health
8389,4.86,5/1/2018,24,Ministry of Health
8393,9.42,11/1/2017,750,Ministry of Health
8393,9.42,2/1/2018,5000,Ministry of Health
8393,9.42,5/1/2018,2250,Ministry of Health
8411,2.37,4/1/2017,18,Ministry of Health
8411,2.37,12/1/2017,54,Ministry of Health
8411,2.37,4/1/2018,108,Ministry of Health
8411,2.37,5/1/2017,60,Ministry of Health
8443,7.48,1/1/2018,12,Ministry of Health
8485,3.22,7/1/2017,80,Ministry of Health
8485,3.22,1/1/2018,12,Ministry of Health
8486,1.15,7/1/2017,84,Ministry of Health
8489,5.9,6/1/2017,216,Ministry of Health
8489,5.9,12/1/2017,48,Ministry of Health
8490,8.47,6/1/2017,66,Ministry of Health
8490,8.47,12/1/2017,462,Ministry of Health
8491,8.34,6/1/2017,66,Ministry of Health
8491,8.34,12/1/2017,88,Ministry of Health
8492,8.39,6/1/2017,84,Ministry of Health
8492,8.39,12/1/2017,72,Ministry of Health
8521,1.7,7/1/2017,20,Ministry of Health
8526,0.85,6/1/2017,88,Ministry of Health
8526,0.85,12/1/2017,44,Ministry of Health
8527,0.01,6/1/2017,528,Ministry of Health
8527,0.01,12/1/2017,528,Ministry of Health
8528,10.34,6/1/2017,12,Ministry of Health
8528,10.34,12/1/2017,72,Ministry of Health
8568,10.84,6/1/2017,1845,Ministry of Health
8568,10.84,12/1/2017,3280,Ministry of Health
8568,10.84,9/1/2017,1025,Ministry of Health
8568,10.84,8/1/2017,820,Ministry of Health
8576,7.68,4/1/2017,150,Ministry of Health
8576,7.68,4/1/2018,1800,Ministry of Health
8597,5.79,11/1/2017,800,Ministry of Health
8597,5.79,5/1/2018,400,Ministry of Health
8645,1.53,7/1/2017,6068,Ministry of Health
8645,1.53,2/1/2018,40959,Ministry of Health
8645,1.53,9/1/2017,9102,Ministry of Health
8655,7.92,11/1/2017,550,Ministry of Health
8655,7.92,2/1/2018,3300,Ministry of Health
8655,7.92,5/1/2018,2200,Ministry of Health
8686,3.75,12/1/2017,3600,Ministry of Health
8727,4.97,6/1/2017,240,Ministry of Health
8727,4.97,10/1/2017,432,Ministry of Health
8727,4.97,3/1/2018,1008,Ministry of Health
8728,5.57,1/1/2018,70,Ministry of Health
8736,1.89,2/1/2018,12,Ministry of Health
8807,9.07,5/1/2017,30,Ministry of Health
8809,3.42,5/1/2017,216,Ministry of Health
8809,3.42,12/1/2017,400,Ministry of Health
8809,3.42,2/1/2018,112,Ministry of Health
8809,3.42,11/1/2017,216,Ministry of Health
8809,3.42,5/1/2018,36,Ministry of Health
8809,3.42,1/1/2018,150,Ministry of Health
8809,3.42,6/1/2017,108,Ministry of Health
8809,3.42,10/1/2017,48,Ministry of Health
8809,3.42,9/1/2017,45,Ministry of Health
8809,3.42,3/1/2018,16,Ministry of Health
8809,3.42,8/1/2017,15,Ministry of Health
8809,3.42,4/1/2017,18,Ministry of Health
8809,3.42,7/1/2017,60,Ministry of Health
8809,3.42,4/1/2018,20,Ministry of Health
8811,4.39,6/1/2017,300,Ministry of Health
8815,4.39,7/1/2017,120,Ministry of Health
8852,1.32,6/1/2017,120,Ministry of Health
8884,2.27,11/1/2017,3032,Ministry of Health
8884,2.27,1/1/2018,11370,Ministry of Health
8884,2.27,8/1/2017,2274,Ministry of Health
8884,2.27,5/1/2018,1516,Ministry of Health
8897,8.02,4/1/2017,2580,Ministry of Health
8897,8.02,7/1/2017,1075,Ministry of Health
8897,8.02,10/1/2017,645,Ministry of Health
8897,8.02,1/1/2018,2150,Ministry of Health
8897,8.02,4/1/2018,1935,Ministry of Health
8902,9.89,6/1/2017,870,Ministry of Health
8902,9.89,12/1/2017,2900,Ministry of Health
8944,4.45,7/1/2017,7200,Ministry of Health
8944,4.45,1/1/2018,9600,Ministry of Health
8949,2.31,3/1/2018,600,Ministry of Health
8949,2.31,5/1/2017,2100,Ministry of Health
8950,0.95,6/1/2017,1812,Ministry of Health
8950,0.95,10/1/2017,906,Ministry of Health
8950,0.95,3/1/2018,151,Ministry of Health
8972,7.33,6/1/2017,18000,Ministry of Health
8972,7.33,12/1/2017,13500,Ministry of Health
8976,8.36,11/1/2017,1950,Ministry of Health
8976,8.36,2/1/2018,1950,Ministry of Health
8976,8.36,5/1/2018,4550,Ministry of Health
9013,2.76,7/1/2017,315,Ministry of Health
9013,2.76,9/1/2017,420,Ministry of Health
9013,2.76,2/1/2018,315,Ministry of Health
9058,0.1,6/1/2017,54,Ministry of Health
9058,0.1,12/1/2017,72,Ministry of Health
9059,3.01,6/1/2017,396,Ministry of Health
9059,3.01,12/1/2017,88,Ministry of Health
9070,9.33,9/1/2017,126,Ministry of Health
9070,9.33,8/1/2017,432,Ministry of Health
9116,5.29,11/1/2017,506,Ministry of Health
9116,5.29,2/1/2018,759,Ministry of Health
9116,5.29,3/1/2018,2277,Ministry of Health
9116,5.29,5/1/2018,3036,Ministry of Health
9116,5.29,5/1/2017,6072,Ministry of Health
9123,6.33,4/1/2017,900,Ministry of Health
9123,6.33,10/1/2017,270,Ministry of Health
9123,6.33,4/1/2018,135,Ministry of Health
9161,5.89,2/1/2018,5920,Ministry of Health
9197,9.28,11/1/2017,238,Ministry of Health
9197,9.28,8/1/2017,153,Ministry of Health
9197,9.28,1/1/2018,102,Ministry of Health
9197,9.28,5/1/2018,255,Ministry of Health
9201,8.24,4/1/2017,840,Ministry of Health
9201,8.24,10/1/2017,1400,Ministry of Health
9201,8.24,4/1/2018,140,Ministry of Health
9328,2.75,4/1/2017,2000,Ministry of Health
9328,2.75,4/1/2018,2500,Ministry of Health
9328,2.75,10/1/2017,4000,Ministry of Health
9333,6.62,6/1/2017,96,Ministry of Health
9333,6.62,12/1/2017,72,Ministry of Health
9337,3.21,6/1/2017,4725,Ministry of Health
9337,3.21,5/1/2017,5670,Ministry of Health
9337,3.21,4/1/2017,9450,Ministry of Health
9337,3.21,4/1/2018,6300,Ministry of Health
9337,3.21,10/1/2017,6615,Ministry of Health
9337,3.21,12/1/2017,8505,Ministry of Health
9337,3.21,3/1/2018,5670,Ministry of Health
9347,6.77,7/1/2017,90,Ministry of Health
9373,3.96,9/1/2017,440,Ministry of Health
9373,3.96,8/1/2017,55,Ministry of Health
9374,6.12,6/1/2017,2800,Ministry of Health
9377,3.64,6/1/2017,1100,Ministry of Health
9400,5.96,6/1/2017,12,Ministry of Health
9400,5.96,12/1/2017,12,Ministry of Health
9417,9,6/1/2017,270,Ministry of Health
9417,9,12/1/2017,216,Ministry of Health
9418,9.67,6/1/2017,84,Ministry of Health
9418,9.67,12/1/2017,168,Ministry of Health
9427,7.18,7/1/2017,300,Ministry of Health
9473,5,6/1/2017,72,Ministry of Health
