"Expense Code,Month,Expense Quantity,Government Entity",
"3835,43070,13296,Ministry of Energy",
"3835,42948,1108,Ministry of Energy",
"3835,42979,11080,Ministry of Energy",
"3839,42887,1200,Ministry of Energy",
"3839,43070,225,Ministry of Energy",
"3841,42948,288,Ministry of Health",
"3842,42979,3360,Ministry of Health",
"3846,42887,18,Ministry of Energy",
"3846,43070,42,Ministry of Energy",
"3849,42917,5170,Ministry of Energy",
"3849,43132,2585,Ministry of Energy",
"3849,42979,5170,Ministry of Energy",
"3851,42856,350,Ministry of Energy",
"3851,42826,400,Ministry of Energy",
"3851,43191,350,Ministry of Energy",
"3851,43009,200,Ministry of Energy",
"3851,43070,200,Ministry of Energy",
"3851,43160,250,Ministry of Energy",
"3851,42887,300,Ministry of Energy",
"3857,43040,1323,Ministry of Energy",
"3857,43132,784,Ministry of Energy",
"3857,43160,98,Ministry of Energy",
"3857,43221,98,Ministry of Energy",
"3857,42856,294,Ministry of Energy",
"3859,42887,1596,Ministry of Energy",
"3859,43009,399,Ministry of Energy",
"3859,43160,2128,Ministry of Energy",
"3861,43160,330,Ministry of Energy",
"3861,42856,1155,Ministry of Energy",
"3865,43040,1000,Ministry of Energy",
"3865,43221,600,Ministry of Energy",
"3866,43040,2100,Ministry of Energy",
"3866,42917,280,Ministry of Energy",
"3866,42948,560,Ministry of Energy",
"3866,43101,2100,Ministry of Energy",
"3866,43132,420,Ministry of Energy",
"3866,43221,840,Ministry of Energy",
"3866,42979,280,Ministry of Energy",
"3868,43101,248,Ministry of Energy",
"3869,42856,1200,Ministry of Energy",
"3877,43040,126,Ministry of Energy",
"3877,43132,378,Ministry of Energy",
"3877,43160,210,Ministry of Energy",
"3877,43221,70,Ministry of Energy",
"3877,42856,280,Ministry of Energy",
"3880,42917,304,Ministry of Energy",
"3880,43132,456,Ministry of Energy",
"3880,42979,760,Ministry of Energy",
"3887,42948,2476,Ministry of Energy",
"3888,43040,540,Ministry of Energy",
"3888,43221,1800,Ministry of Energy",
"3908,42948,180,Ministry of Energy",
"3915,43221,71412,Ministry of Energy",
"3915,42887,178548,Ministry of Energy",
"3915,43040,259218,Ministry of Energy",
"3915,43009,112270,Ministry of Energy",
"3915,43132,325008,Ministry of Energy",
"3915,43101,370248,Ministry of Energy",
"3915,43070,118512,Ministry of Energy",
"3915,42856,117480,Ministry of Education",
"3915,42826,23496,Ministry of Education",
"3915,43191,70488,Ministry of Education",
"3915,43009,246708,Ministry of Education",
"3915,43070,70488,Ministry of Education",
"3915,43160,23496,Ministry of Education",
"3915,42887,211464,Ministry of Education",
"3915,42948,90416,Ministry of Energy",
"3915,42856,30945,Ministry of Energy",
"3915,42979,90999,Ministry of Energy",
"3915,43160,31924,Ministry of Energy",
"3915,43191,183843,Ministry of Energy",
"3915,42917,79896,Ministry of Energy",
"3915,42826,21968,Ministry of Energy",
"3915,43040,10071,Ministry of Housing",
"3915,43101,33570,Ministry of Housing",
"3915,42948,6714,Ministry of Housing",
"3915,42917,30213,Ministry of Housing",
"3915,43132,2238,Ministry of Housing",
"3915,43221,3357,Ministry of Housing",
"3915,42979,13428,Ministry of Housing",
"3916,43040,48,Ministry of Energy",
"3916,42917,72,Ministry of Energy",
"3916,42948,36,Ministry of Energy",
"3916,43221,48,Ministry of Energy",
"3916,43132,18,Ministry of Energy",
"3916,42979,42,Ministry of Energy",
"3916,43101,18,Ministry of Energy",
"3919,42887,144,Ministry of Health",
"3919,43070,336,Ministry of Health",
"3930,42826,396,Ministry of Health",
"3930,43070,704,Ministry of Health",
"3930,43191,264,Ministry of Health",
"3930,42856,220,Ministry of Health",
"3932,42917,35,Ministry of Health",
"3932,43132,56,Ministry of Health",
"3932,42979,126,Ministry of Health",
"3943,42826,2730,Ministry of Health",
"3943,43191,1911,Ministry of Health",
"3948,43040,1410,Ministry of Housing",
"3948,42917,752,Ministry of Housing",
"3948,42948,564,Ministry of Housing",
"3948,43101,1128,Ministry of Housing",
"3948,43132,2538,Ministry of Housing",
"3948,43221,752,Ministry of Housing",
"3948,42979,846,Ministry of Housing",
"3953,42856,1710,Ministry of Health",
"3953,43132,3800,Ministry of Health",
"3953,43040,1330,Ministry of Health",
"3953,43160,3420,Ministry of Health",
"3953,43221,3990,Ministry of Health",
"3985,42826,84,Ministry of Health",
"3985,43070,16,Ministry of Health",
"3985,43191,24,Ministry of Health",
"3985,42856,24,Ministry of Health",
"3986,42887,24,Ministry of Health",
"3986,43070,32,Ministry of Health",
"4001,43040,330,Ministry of Energy",
"4001,43132,198,Ministry of Energy",
"4001,43160,264,Ministry of Energy",
"4001,43221,396,Ministry of Energy",
"4001,42856,330,Ministry of Energy",
"4002,42856,4200,Ministry of Energy",
"4005,42917,666,Ministry of Energy",
"4005,43132,2220,Ministry of Energy",
"4005,42979,444,Ministry of Energy",
"4007,43040,891,Ministry of Housing",
"4007,42948,396,Ministry of Housing",
"4007,42917,198,Ministry of Housing",
"4007,43101,330,Ministry of Housing",
"4007,43132,99,Ministry of Housing",
"4007,43221,297,Ministry of Housing",
"4007,42979,264,Ministry of Housing",
"4008,42856,702,Ministry of Energy",
"4008,42826,702,Ministry of Energy",
"4008,43191,1872,Ministry of Energy",
"4008,43009,4680,Ministry of Energy",
"4008,43070,1404,Ministry of Energy",
"4008,43160,3276,Ministry of Energy",
"4008,42887,2340,Ministry of Energy",
"4012,43040,5025,Ministry of Energy",
"4012,43132,4690,Ministry of Energy",
"4012,43221,6030,Ministry of Energy",
"4012,43040,480,Ministry of Housing",
"4012,43221,240,Ministry of Housing",
"4013,43040,300,Ministry of Energy",
"4013,43132,150,Ministry of Energy",
"4013,43221,200,Ministry of Energy",
"4015,42887,3000,Ministry of Energy",
"4022,43040,7812,Ministry of Energy",
"4022,43132,15624,Ministry of Energy",
"4022,43160,1302,Ministry of Energy",
"4022,43221,10416,Ministry of Energy",
"4022,42856,9114,Ministry of Energy",
"4022,43040,210,Ministry of Housing",
"4022,42917,5670,Ministry of Housing",
"4022,42948,5040,Ministry of Housing",
"4022,43101,3780,Ministry of Housing",
"4022,43132,1260,Ministry of Housing",
"4022,43221,1890,Ministry of Housing",
"4022,42979,5040,Ministry of Housing",
"4023,42887,1685,Ministry of Energy",
"4023,43070,337,Ministry of Energy",
"4023,42856,9099,Ministry of Energy",
"4023,42826,674,Ministry of Energy",
"4023,43132,8088,Ministry of Energy",
"4023,42948,4044,Ministry of Energy",
"4023,43101,1348,Ministry of Energy",
"4023,43009,674,Ministry of Energy",
"4023,43040,10110,Ministry of Energy",
"4023,42917,6740,Ministry of Energy",
"4023,43191,337,Ministry of Energy",
"4023,43160,337,Ministry of Energy",
"4023,43221,1685,Ministry of Energy",
"4023,42979,3033,Ministry of Energy",
"4023,42887,18,Ministry of Housing",
"4023,43009,108,Ministry of Housing",
"4023,43160,18,Ministry of Housing",
"4024,43040,2808,Ministry of Energy",
"4024,42917,10530,Ministry of Energy",
"4024,42948,1404,Ministry of Energy",
"4024,43101,7020,Ministry of Energy",
"4024,43132,3510,Ministry of Energy",
"4024,43221,3510,Ministry of Energy",
"4024,42979,4914,Ministry of Energy",
"4034,42826,1036,Ministry of Energy",
"4034,43070,740,Ministry of Energy",
"4034,43191,740,Ministry of Energy",
"4034,42856,444,Ministry of Energy",
"4034,42887,144,Ministry of Health",
"4034,43070,144,Ministry of Health",
"4042,42826,7040,Ministry of Health",
"4042,42856,7040,Ministry of Health",
"4042,43191,6160,Ministry of Health",
"4042,43009,1320,Ministry of Health",
"4042,43070,2640,Ministry of Health",
"4042,43160,3520,Ministry of Health",
"4042,42887,6600,Ministry of Health",
"4048,42826,1242,Ministry of Health",
"4048,43009,621,Ministry of Health",
"4048,42917,2070,Ministry of Health",
"4048,43101,2070,Ministry of Health",
"4048,43191,276,Ministry of Health",
"4052,42917,768,Ministry of Education",
"4054,43040,540,Ministry of Education",
"4054,42948,720,Ministry of Education",
"4054,43101,1080,Ministry of Education",
"4054,43221,180,Ministry of Education",
"4056,42826,200,Ministry of Health",
"4056,43191,200,Ministry of Health",
"4075,42826,2142,Ministry of Health",
"4075,43070,1071,Ministry of Health",
"4075,43191,1377,Ministry of Health",
"4075,42856,1530,Ministry of Health",
"4081,42948,3374,Ministry of Health",
"4084,43160,21000,Ministry of Energy",
"4084,42856,10000,Ministry of Energy",
"4084,42917,2250,Ministry of Health",
"4113,42887,880,Ministry of Energy",
"4113,43070,825,Ministry of Energy",
"4114,42917,3930,Ministry of Energy",
"4114,43040,2358,Ministry of Energy",
"4114,42948,1179,Ministry of Energy",
"4114,43101,2751,Ministry of Energy",
"4114,43132,7074,Ministry of Energy",
"4114,43221,1572,Ministry of Energy",
"4114,42979,393,Ministry of Energy",
"4114,42887,72,Ministry of Housing",
"4114,43070,108,Ministry of Housing",
"4114,42948,270,Ministry of Housing",
"4114,42979,63,Ministry of Housing",
"4117,42856,504,Ministry of Energy",
"4117,42917,20,Ministry of Housing",
"4117,43040,84,Ministry of Housing",
"4117,43101,36,Ministry of Housing",
"4117,42948,96,Ministry of Housing",
"4117,43132,108,Ministry of Housing",
"4117,43221,24,Ministry of Housing",
"4117,42979,36,Ministry of Housing",
"4121,42917,1600,Ministry of Energy",
"4121,43132,800,Ministry of Energy",
"4121,42979,2000,Ministry of Energy",
"4122,42887,900,Ministry of Energy",
"4122,43070,2025,Ministry of Energy",
"4122,42948,150,Ministry of Energy",
"4122,42979,450,Ministry of Energy",
"4126,43040,28,Ministry of Energy",
"4126,43132,252,Ministry of Energy",
"4126,43221,98,Ministry of Energy",
"4127,42826,185,Ministry of Energy",
"4127,42917,888,Ministry of Energy",
"4127,43009,444,Ministry of Energy",
"4127,43101,259,Ministry of Energy",
"4127,43191,74,Ministry of Energy",
"4128,43040,2448,Ministry of Energy",
"4128,42917,3264,Ministry of Energy",
"4128,42948,7344,Ministry of Energy",
"4128,43101,8160,Ministry of Energy",
"4128,43132,3264,Ministry of Energy",
"4128,43221,3264,Ministry of Energy",
"4128,42979,7344,Ministry of Energy",
"4130,43070,609,Ministry of Energy",
"4130,42887,1421,Ministry of Energy",
"4130,42887,93,Ministry of Housing",
"4130,43070,372,Ministry of Housing",
"4130,42948,310,Ministry of Housing",
"4130,42979,837,Ministry of Housing",
"4137,42917,2000,Ministry of Health",
"4141,42917,2760,Ministry of Energy",
"4141,43101,1932,Ministry of Energy",
"4144,42887,3402,Ministry of Energy",
"4144,43009,1944,Ministry of Energy",
"4144,43160,1215,Ministry of Energy",
"4147,42887,858,Ministry of Energy",
"4147,43009,715,Ministry of Energy",
"4147,43160,3432,Ministry of Energy",
"4159,43040,14085,Ministry of Energy",
"4159,42917,9390,Ministry of Energy",
"4159,42948,13146,Ministry of Energy",
"4159,43221,8451,Ministry of Energy",
"4159,43132,5634,Ministry of Energy",
"4159,43101,9390,Ministry of Energy",
"4159,42979,8451,Ministry of Energy",
"4159,43101,976,Ministry of Housing",
"4160,43040,11904,Ministry of Health",
"4160,42887,10605,Ministry of Health",
"4160,42948,5592,Ministry of Health",
"4160,43221,5967,Ministry of Health",
"4160,42826,3186,Ministry of Health",
"4160,43191,8514,Ministry of Health",
"4160,42856,2760,Ministry of Health",
"4160,42917,3600,Ministry of Health",
"4160,43132,7791,Ministry of Health",
"4160,43009,4802,Ministry of Health",
"4160,43160,5229,Ministry of Health",
"4160,43070,394,Ministry of Health",
"4160,43101,1390,Ministry of Health",
"4160,42979,834,Ministry of Health",
"4161,42826,336,Ministry of Energy",
"4161,42887,420,Ministry of Energy",
"4161,43009,252,Ministry of Energy",
"4161,43070,126,Ministry of Energy",
"4161,43191,504,Ministry of Energy",
"4161,43160,420,Ministry of Energy",
"4161,42856,882,Ministry of Energy",
"4162,42948,300,Ministry of Energy",
"4166,42887,1540,Ministry of Energy",
"4174,42887,28,Ministry of Health",
"4174,43070,140,Ministry of Health",
"4175,43040,1128,Ministry of Housing",
"4175,42917,4512,Ministry of Housing",
"4175,42948,1128,Ministry of Housing",
"4175,43101,564,Ministry of Housing",
"4175,43132,5640,Ministry of Housing",
"4175,43221,376,Ministry of Housing",
"4175,42979,2256,Ministry of Housing",
"4180,43160,240,Ministry of Health",
"4180,42856,480,Ministry of Health",
"4187,42887,36,Ministry of Health",
"4187,43070,48,Ministry of Health",
"4194,42887,1665,Ministry of Health",
"4194,43009,555,Ministry of Health",
"4194,43160,1850,Ministry of Health",
"4195,42948,1524,Ministry of Health",
"4199,42887,304,Ministry of Health",
"4199,43070,114,Ministry of Health",
"4199,42948,912,Ministry of Health",
"4199,42979,228,Ministry of Health",
"4201,43070,5660,Ministry of Health",
"4201,42887,7641,Ministry of Health",
"4209,42887,2184,Ministry of Health",
"4209,43070,3276,Ministry of Health",
"4209,42948,4914,Ministry of Health",
"4209,42979,8190,Ministry of Health",
"4231,43132,540,Ministry of Health",
"4231,42917,1200,Ministry of Health",
"4231,42826,168,Ministry of Health",
"4231,43191,140,Ministry of Health",
"4231,42948,28,Ministry of Health",
"4231,43070,729,Ministry of Health",
"4231,43160,405,Ministry of Health",
"4231,42856,208,Ministry of Health",
"4231,43101,84,Ministry of Health",
"4231,42979,57,Ministry of Health",
"4231,42887,102,Ministry of Health",
"4231,43009,208,Ministry of Health",
"4231,43040,100,Ministry of Health",
"4231,43221,10,Ministry of Health",
"4240,43040,630,Ministry of Energy",
"4240,42948,315,Ministry of Energy",
"4240,43101,126,Ministry of Energy",
"4240,43221,756,Ministry of Energy",
"4242,42826,135,Ministry of Energy",
"4242,42887,270,Ministry of Energy",
"4242,43070,405,Ministry of Energy",
"4242,43009,270,Ministry of Energy",
"4242,43191,720,Ministry of Energy",
"4242,43160,900,Ministry of Energy",
"4242,42856,945,Ministry of Energy",
"4243,42887,2480,Ministry of Energy",
"4243,43070,744,Ministry of Energy",
"4245,43101,216,Ministry of Health",
"4250,43040,2880,Ministry of Health",
"4250,43221,2880,Ministry of Health",
"4253,42826,34,Ministry of Energy",
"4253,42887,272,Ministry of Energy",
"4253,43070,170,Ministry of Energy",
"4253,43009,510,Ministry of Energy",
"4253,43191,34,Ministry of Energy",
"4253,43160,204,Ministry of Energy",
"4253,42856,408,Ministry of Energy",
"4257,42826,200,Ministry of Energy",
"4257,43009,1600,Ministry of Energy",
"4257,43191,800,Ministry of Energy",
"4269,42887,768,Ministry of Health",
"4269,43070,864,Ministry of Health",
"4271,42887,84,Ministry of Health",
"4271,43070,36,Ministry of Health",
"4288,42917,32868,Ministry of Energy",
"4288,43040,8217,Ministry of Energy",
"4288,42948,49302,Ministry of Energy",
"4288,43101,16434,Ministry of Energy",
"4288,43132,21912,Ministry of Energy",
"4288,43221,24651,Ministry of Energy",
"4288,42979,13695,Ministry of Energy",
"4288,42887,8400,Ministry of Housing",
"4288,43070,1600,Ministry of Housing",
"4289,42917,2475,Ministry of Energy",
"4289,43101,2750,Ministry of Energy",
"4290,42826,560,Ministry of Energy",
"4290,42887,1680,Ministry of Energy",
"4290,42856,560,Ministry of Energy",
"4290,43070,1120,Ministry of Energy",
"4290,43009,224,Ministry of Energy",
"4290,43191,1008,Ministry of Energy",
"4290,43160,1344,Ministry of Energy",
"4292,43040,1040,Ministry of Energy",
"4292,42917,10400,Ministry of Energy",
"4292,42948,10400,Ministry of Energy",
"4292,43101,5200,Ministry of Energy",
"4292,43132,15600,Ministry of Energy",
"4292,43221,10400,Ministry of Energy",
"4292,42979,2080,Ministry of Energy",
"4295,42917,1596,Ministry of Energy",
"4295,43132,2660,Ministry of Energy",
"4295,42979,266,Ministry of Energy",
"4295,42887,30,Ministry of Housing",
"4295,43009,120,Ministry of Housing",
"4295,43160,150,Ministry of Housing",
"4298,42917,1304,Ministry of Energy",
"4298,43101,652,Ministry of Energy",
"4298,42826,40,Ministry of Housing",
"4298,43009,160,Ministry of Housing",
"4298,43191,270,Ministry of Housing",
"4300,42917,30,Ministry of Energy",
"4304,42826,32,Ministry of Energy",
"4304,43191,16,Ministry of Energy",
"4305,43040,1224,Ministry of Energy",
"4305,43132,11016,Ministry of Energy",
"4305,43160,2448,Ministry of Energy",
"4305,43221,2448,Ministry of Energy",
"4305,42856,7344,Ministry of Energy",
"4306,43040,714,Ministry of Energy",
"4306,42856,2380,Ministry of Energy",
"4306,43132,714,Ministry of Energy",
